ph,temperature,humidity,flow,turbidity,tds,biofilm_risk_percent,biofilm_formation_label
7.94507123,35.59742175,53.24821725,11.84384884,422.8557555,430.4961272,39.42959321,MEDIUM
6.992603548,33.69853473,58.55481329,32.79229978,1171.91686,418.6343566,76.84534583,HIGH
8.171532807,30.23852148,52.07580079,41.72788933,1216.215185,0,60.28969908,HIGH
9.484544785,27.41225289,56.9203847,87.75375315,1625.367311,467.9639233,57.26002091,MEDIUM
6.848769938,32.79289325,41.06385333,61.13106249,0,893.1316327,63.92924845,HIGH
6.848794565,31.57394154,62.13293707,23.29036862,1733.310546,90.30715237,84.18577243,HIGH
9.568819223,33.58077288,60.01205475,59.72072579,0,1019.39306,58.39420481,MEDIUM
8.351152094,32.54068721,51.82911369,19.05392022,633.1039029,795.1099284,57.07187147,MEDIUM
6.495788421,34.19821086,66.59245668,71.65382108,760.5535418,306.3066712,45.70033923,MEDIUM
8.013840065,27.85905915,69.37570138,40.57750696,1769.994143,543.3881451,95.81454933,HIGH
6.504873461,35.26957626,43.92440136,48.12727623,1220.367767,1239.328723,84.70639786,HIGH
6.50140537,30.79039842,52.37275221,76.51593295,0,893.4191254,67.23268253,HIGH
7.562943407,38.30104349,52.3085765,24.25672863,313.5061868,603.513462,40.99805209,MEDIUM
4.330079633,27.24324873,50.60096899,22.0576363,1378.812009,504.9266732,70.47089774,HIGH
4.612623251,36.94385521,68.29474842,38.32801347,1128.839392,630.6436282,82.39501572,HIGH
6.356568706,30.79164313,58.06173861,70.76757702,678.7883013,395.2945768,35.6934521,MEDIUM
5.680753319,27.39432799,57.35485159,19.61307849,767.2495894,0,50.89281087,MEDIUM
7.671370999,28.06445666,39.96137636,0,1826.551197,1416.871164,85.97166732,HIGH
5.837963887,28.71861077,66.3541803,40.97682283,734.0766844,662.1299997,59.26329887,MEDIUM
5.081544448,31.69666379,47.60741605,61.034816,1120.71788,759.258906,69.81962712,HIGH
9.398473153,32.09134195,60.5993263,74.00523499,3152.942929,576.8369,81.24725473,HIGH
6.861335549,27.70519998,62.77376938,40.73677276,0,305.9532797,61.99614096,HIGH
7.301292307,29.90258163,73.60658596,41.77146786,0,525.6302076,92.46091999,HIGH
5.062877721,38.56908143,46.91179601,73.07801469,1905.230698,0,18.62439286,LOW
6.383425913,36.91017268,30,12.60516601,589.2212448,1510.834599,43.41119553,MEDIUM
7.366383885,31.74529468,61.83849545,42.2295845,913.586225,106.1952006,60.58289256,HIGH
5.473509634,30.15201391,78.00511182,53.8084778,496.9592597,187.2134865,45.35757968,MEDIUM
7.763547028,30.48012531,72.38946353,58.98437443,966.1798733,423.8963182,52.46732985,MEDIUM
6.299041965,32.45407189,62.09659415,39.80386614,2638.684301,1115.23029,70.17222054,HIGH
6.762459375,25.90882974,55.08363814,50.68882023,1921.915613,605.8035997,97.06442365,HIGH
6.297440082,28.97049385,68.07122597,0.233452932,1976.001161,105.5456816,51.8303852,MEDIUM
9.978417277,23.3256637,50.264538,36.83503175,0,1101.735344,17.87584326,LOW
7.179754163,31.59689249,64.76357769,59.07017425,163.9616371,892.4002507,82.51249848,HIGH
5.613433607,32.58878376,65.05470159,30.35411931,0,815.3739829,55.54625568,MEDIUM
8.433817368,28.06725415,70.60209907,51.17968443,471.557261,886.2936965,72.86586712,HIGH
5.368734525,36.29594705,87.59660039,58.93745002,2061.032868,1557.74476,80.34668581,HIGH
7.513295393,25.09693735,63.92415967,43.14901598,1665.251864,1474.037958,100,HIGH
4.260494814,24.14250048,54.91036374,53.40927542,1000.638063,325.3138628,11.52513281,LOW
5.207720927,30.89780727,59.74425688,30.74534869,1179.929745,1249.553997,84.10116199,HIGH
7.495291854,34.18839321,42.30924095,45.86777441,580.0030117,753.2672759,69.08653102,HIGH
8.30769987,36.73571077,53.05286869,62.20432339,1384.282994,799.6383265,89.77042551,HIGH
7.457052422,28.16446295,55.90717562,53.13945922,1889.290452,0,86.09240107,HIGH
7.026527576,34.31472333,54.75911602,38.26937461,0,531.8456938,76.01006962,HIGH
6.748344457,29.84596612,61.52354872,54.48432809,1469.682919,274.8705639,78.21953976,HIGH
4.982217014,29.3094908,51.77580068,64.29219581,2039.191384,931.223526,65.5478579,HIGH
6.120233687,33.53463975,71.21030667,9.001174428,826.4097399,1028.4322,57.91780783,MEDIUM
6.509041844,32.60929151,60.00207065,73.1814813,1830.630551,0,80.00988422,HIGH
8.785683339,23.69443137,59.90699679,43.27490523,3733.189,591.1860544,62.66436678,HIGH
7.715427434,35.9061614,56.72105283,58.50979866,1106.091486,1048.744602,93.27492758,HIGH
4.555439767,35.52036542,61.55190684,73.94493847,1553.976345,525.3284151,75.69475164,HIGH
7.686125954,27.49774919,68.25098265,22.56652606,535.7486247,891.625458,86.88590468,HIGH
6.622376579,31.58321413,51.32869784,35.81117995,1363.126046,740.4661871,90.10018253,HIGH
6.184617,31.97612075,53.41883511,44.22902608,1614.244462,736.6640928,63.18434177,HIGH
8.117514433,31.04269506,56.96273971,34.32492958,1375.358106,491.4740088,84.27201001,HIGH
8.746499284,27.79877938,46.54129077,84.69873152,282.2742123,113.3676783,26.70607921,LOW
8.596920179,27.31350653,51.8074214,32.86455812,1385.725594,151.387941,52.50137305,MEDIUM
5.941173715,29.89778372,55.23779126,38.88906441,2515.976345,883.7410058,80.37254797,HIGH
6.736181436,34.69091608,68.74389181,54.08778063,1603.772188,607.7833022,100,HIGH
7.696895147,32.17440062,62.62561329,25.95700948,2065.78847,544.5951022,100,HIGH
8.663317691,28.51754267,61.93589911,42.08638576,986.689227,430.4439831,42.99049578,MEDIUM
6.481238643,33.08679484,68.50897962,56.34906523,1874.910215,477.9244618,60.24664083,HIGH
6.921511535,20,58.62628212,43.34279191,1451.341054,1018.764718,78.61223493,HIGH
5.540497539,34.5950628,63.9046485,48.13226282,344.1803433,465.9023673,38.17359571,MEDIUM
5.405690064,23.04114488,58.96778247,39.41335775,1486.668904,63.57411468,46.93983853,MEDIUM
8.418788734,28.55023623,62.65362349,19.71059382,307.4730029,897.4607102,80.90035519,HIGH
9.234360043,25.52132042,54.17241342,56.43186423,630.4077526,518.0493345,43.6353334,MEDIUM
7.091984818,24.8212741,35.61182842,85.09866143,1370.395477,612.5583462,55.82155497,MEDIUM
8.705299347,34.64330715,58.65720838,50.36803262,1467.519846,1243.031323,85.48610096,HIGH
7.742454038,28.12919519,74.22748136,54.50528234,129.6907814,591.7757771,84.33593706,HIGH
6.232320368,31.38601553,69.26215402,63.8544551,2148.587194,715.6734692,77.51322814,HIGH
7.742093408,29.81231768,69.65397485,24.61339007,1714.80565,128.4306035,82.88225673,HIGH
9.50705485,31.90816331,72.36130722,84.05029316,565.744408,512.1322191,52.45722016,MEDIUM
7.146260941,30.30728756,60.88657591,54.04657593,0,843.8104181,80.92485288,HIGH
9.546965484,24.8680311,61.97315707,82.63713798,1069.585879,0,37.26378176,MEDIUM
4,33.98506728,53.82348105,35.33934009,798.6506575,680.3380372,53.53664905,MEDIUM
8.432853757,28.02497367,56.83927144,86.36123845,1301.826411,640.3164291,96.14590599,HIGH
7.330570602,23.77367241,66.1577115,65.50310988,873.195005,616.5149822,48.60823686,MEDIUM
6.751488974,28.28753936,72.03884437,61.06080172,0,1014.863559,75.5228602,HIGH
7.337641165,36.00303916,58.60553724,54.68048909,850.4877555,733.7754059,73.3171575,HIGH
4.218646628,33.40088697,55.49810735,45.02942764,924.9428,1191.228759,66.68328679,HIGH
6.870492168,28.60539146,60.00527959,74.01063317,1770.294922,202.5641938,87.74319648,HIGH
7.735668857,28.60296918,66.01206749,52.8071974,571.6202929,654.3698269,81.60108289,HIGH
9.416841067,28.7134598,45.56145184,10.65860593,2710.807206,633.7867146,71.10647473,HIGH
6.422594673,38.30699193,37.03819047,27.65627077,0,172.2982025,0.669791903,LOW
5.987259596,31.52774181,54.49463151,46.28308496,2380.050748,982.5180008,64.52444176,HIGH
6.447364435,31.72016659,47.79287574,56.19997966,998.1129262,1529.869322,43.3348119,MEDIUM
8.573103177,34.12113382,54.91859802,48.86823022,1973.626385,593.1975702,63.44804504,HIGH
7.693126664,30.95515664,58.52219681,74.3794158,1271.821336,802.0084353,92.26099222,HIGH
6.405359694,28.96383142,55.46751591,10.97796272,2225.599982,633.8073903,81.32127382,HIGH
7.96990115,29.2146006,74.52467534,52.87175873,851.3742319,314.566132,59.79833045,MEDIUM
7.345616324,29.71359496,63.26744765,13.64041549,211.2416173,0,63.72680362,HIGH
8.652967486,29.85111105,63.0047436,65.19424591,2478.453859,317.6906068,60.46761748,HIGH
6.146920359,32.91051817,66.22207144,48.11082571,1097.867419,43.21664762,59.18648149,MEDIUM
6.70850678,30.20778354,48.61166882,58.39219944,1399.402626,1281.640831,80.64403485,HIGH
6.61183777,32.93056031,70.39111787,32.72234079,2311.276723,553.9561224,100,HIGH
5.004727578,29.67713368,59.24235713,75.58929863,271.2402821,461.6322684,43.69118615,MEDIUM
7.644180416,30.31454076,66.70480617,70.83449328,1735.941808,955.6615299,94.28330504,HIGH
7.591582908,22.00719726,49.28142767,61.67088606,669.0947192,151.2995589,20.43736877,LOW
7.207670185,33.6653107,44.46241234,47.40965506,1081.04758,293.2543848,66.16521476,HIGH
